datasource_id, expected_child_type, actual_child_type, S3_key, youtube_url
67295B1375D34B52B6A548C87DD91405, extra, False, videos/video_EA9F8A9B766E49E5858BBE27DDEAE233.mp4.extra.jpg, https://www.youtube.com/watch?v=Mxz-c8MLAoU
9F58A5F3E0794EE096C09868EC2610DF, micro, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.micro.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
9F58A5F3E0794EE096C09868EC2610DF, tiny, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.tiny.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
9F58A5F3E0794EE096C09868EC2610DF, small, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.small.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
9F58A5F3E0794EE096C09868EC2610DF, medium, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.medium.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
9F58A5F3E0794EE096C09868EC2610DF, large, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.large.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
9F58A5F3E0794EE096C09868EC2610DF, extra, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.extra.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
74A9C84CF317497D870B9BE6BD344168, micro, not have, not have, not have
74A9C84CF317497D870B9BE6BD344168, tiny, not have, not have, not have
74A9C84CF317497D870B9BE6BD344168, small, not have, not have, not have
74A9C84CF317497D870B9BE6BD344168, medium, not have, not have, not have
74A9C84CF317497D870B9BE6BD344168, large, not have, not have, not have
74A9C84CF317497D870B9BE6BD344168, extra, not have, not have, not have
A784312179EE480CB3EDAD5EEC86DE79, micro, not have, not have, not have
A784312179EE480CB3EDAD5EEC86DE79, tiny, not have, not have, not have
A784312179EE480CB3EDAD5EEC86DE79, small, not have, not have, not have
A784312179EE480CB3EDAD5EEC86DE79, medium, not have, not have, not have
A784312179EE480CB3EDAD5EEC86DE79, large, not have, not have, not have
A784312179EE480CB3EDAD5EEC86DE79, extra, not have, not have, not have
25875FC660E14B1E8AB07F1017A11BFD, micro, False, videos/video_FB7231F63F3D4D80BC397C14AE90A528.mp4.micro.jpg, https://www.youtube.com/watch?v=MglgEAG88FE
25875FC660E14B1E8AB07F1017A11BFD, tiny, False, videos/video_FB7231F63F3D4D80BC397C14AE90A528.mp4.tiny.jpg, https://www.youtube.com/watch?v=MglgEAG88FE
25875FC660E14B1E8AB07F1017A11BFD, small, False, videos/video_FB7231F63F3D4D80BC397C14AE90A528.mp4.small.jpg, https://www.youtube.com/watch?v=MglgEAG88FE
25875FC660E14B1E8AB07F1017A11BFD, medium, False, videos/video_FB7231F63F3D4D80BC397C14AE90A528.mp4.medium.jpg, https://www.youtube.com/watch?v=MglgEAG88FE
25875FC660E14B1E8AB07F1017A11BFD, large, False, videos/video_FB7231F63F3D4D80BC397C14AE90A528.mp4.large.jpg, https://www.youtube.com/watch?v=MglgEAG88FE
25875FC660E14B1E8AB07F1017A11BFD, extra, False, videos/video_FB7231F63F3D4D80BC397C14AE90A528.mp4.extra.jpg, https://www.youtube.com/watch?v=MglgEAG88FE
099044CA80354B9488369671622DD0F7, micro, not have, not have, not have
099044CA80354B9488369671622DD0F7, tiny, not have, not have, not have
099044CA80354B9488369671622DD0F7, small, not have, not have, not have
099044CA80354B9488369671622DD0F7, medium, not have, not have, not have
099044CA80354B9488369671622DD0F7, large, not have, not have, not have
099044CA80354B9488369671622DD0F7, extra, not have, not have, not have
CBB023F66C6D4E8992796A30E4ACE662, micro, not have, not have, not have
CBB023F66C6D4E8992796A30E4ACE662, tiny, not have, not have, not have
CBB023F66C6D4E8992796A30E4ACE662, small, not have, not have, not have
CBB023F66C6D4E8992796A30E4ACE662, medium, not have, not have, not have
CBB023F66C6D4E8992796A30E4ACE662, large, not have, not have, not have
CBB023F66C6D4E8992796A30E4ACE662, extra, not have, not have, not have
71D80228AF594BECBC4907B4CCC000B1, micro, not have, not have, not have
71D80228AF594BECBC4907B4CCC000B1, tiny, not have, not have, not have
71D80228AF594BECBC4907B4CCC000B1, small, not have, not have, not have
71D80228AF594BECBC4907B4CCC000B1, medium, not have, not have, not have
71D80228AF594BECBC4907B4CCC000B1, large, not have, not have, not have
71D80228AF594BECBC4907B4CCC000B1, extra, not have, not have, not have
A462CD430B1340A4AEAED2707F952BF2, micro, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.micro.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
A462CD430B1340A4AEAED2707F952BF2, tiny, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.tiny.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
A462CD430B1340A4AEAED2707F952BF2, small, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.small.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
A462CD430B1340A4AEAED2707F952BF2, medium, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.medium.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
A462CD430B1340A4AEAED2707F952BF2, large, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.large.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
A462CD430B1340A4AEAED2707F952BF2, extra, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.extra.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
AB443732AD0249D293DCD423CCA63D20, micro, not have, not have, not have
0A77D38BB398490DB610841F0907CBBC, micro, not have, not have, not have
7454444DA6CB4F4CB88B44D792BE50E3, micro, not have, not have, not have
E0A25784410E43398C5983E5B20C4760, micro, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.micro.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
E0A25784410E43398C5983E5B20C4760, tiny, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.tiny.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
E0A25784410E43398C5983E5B20C4760, small, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.small.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
E0A25784410E43398C5983E5B20C4760, medium, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.medium.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
E0A25784410E43398C5983E5B20C4760, large, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.large.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
E0A25784410E43398C5983E5B20C4760, extra, False, videos/video_57C3E184F51E4CE9ADADCDE38E63B7CB.mp4.extra.jpg, https://www.youtube.com/watch?v=2cOJqkNkXaA
4A607263DC6C405388FBBA96D39BC14C, micro, False, videos/video_EA9F8A9B766E49E5858BBE27DDEAE233.mp4.micro.jpg, https://www.youtube.com/watch?v=Mxz-c8MLAoU
4A607263DC6C405388FBBA96D39BC14C, tiny, False, videos/video_EA9F8A9B766E49E5858BBE27DDEAE233.mp4.tiny.jpg, https://www.youtube.com/watch?v=Mxz-c8MLAoU
4A607263DC6C405388FBBA96D39BC14C, small, False, videos/video_EA9F8A9B766E49E5858BBE27DDEAE233.mp4.small.jpg, https://www.youtube.com/watch?v=Mxz-c8MLAoU
4A607263DC6C405388FBBA96D39BC14C, medium, False, videos/video_EA9F8A9B766E49E5858BBE27DDEAE233.mp4.medium.jpg, https://www.youtube.com/watch?v=Mxz-c8MLAoU
4A607263DC6C405388FBBA96D39BC14C, large, False, videos/video_EA9F8A9B766E49E5858BBE27DDEAE233.mp4.large.jpg, https://www.youtube.com/watch?v=Mxz-c8MLAoU
4A607263DC6C405388FBBA96D39BC14C, extra, False, videos/video_EA9F8A9B766E49E5858BBE27DDEAE233.mp4.extra.jpg, https://www.youtube.com/watch?v=Mxz-c8MLAoU
2AC34895E8B242729725507593AA3931, micro, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.micro.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
2AC34895E8B242729725507593AA3931, tiny, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.tiny.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
2AC34895E8B242729725507593AA3931, small, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.small.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
2AC34895E8B242729725507593AA3931, medium, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.medium.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
2AC34895E8B242729725507593AA3931, large, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.large.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
2AC34895E8B242729725507593AA3931, extra, False, videos/video_557B6C3E54584FAB82CD04477270F1A7.mp4.extra.jpg, https://www.youtube.com/watch?v=fKRHKGxgqds
346C28453193488593ED300C0360C841, micro, False, videos/video_FEFDE301F34B494D9AE03DED2756E92F.mp4.micro.jpg, https://www.youtube.com/watch?v=TSdsKHSkLxk
346C28453193488593ED300C0360C841, tiny, False, videos/video_FEFDE301F34B494D9AE03DED2756E92F.mp4.tiny.jpg, https://www.youtube.com/watch?v=TSdsKHSkLxk
346C28453193488593ED300C0360C841, small, False, videos/video_FEFDE301F34B494D9AE03DED2756E92F.mp4.small.jpg, https://www.youtube.com/watch?v=TSdsKHSkLxk
346C28453193488593ED300C0360C841, medium, False, videos/video_FEFDE301F34B494D9AE03DED2756E92F.mp4.medium.jpg, https://www.youtube.com/watch?v=TSdsKHSkLxk
346C28453193488593ED300C0360C841, large, False, videos/video_FEFDE301F34B494D9AE03DED2756E92F.mp4.large.jpg, https://www.youtube.com/watch?v=TSdsKHSkLxk
346C28453193488593ED300C0360C841, extra, False, videos/video_FEFDE301F34B494D9AE03DED2756E92F.mp4.extra.jpg, https://www.youtube.com/watch?v=TSdsKHSkLxk
829EF9381613495D8B780CC0FB258D82, micro, False, videos/video_58BB916BC9114547AA4FA1935921855D.mp4.micro.jpg, https://www.youtube.com/watch?v=VSsdDWYucbI
829EF9381613495D8B780CC0FB258D82, tiny, False, videos/video_58BB916BC9114547AA4FA1935921855D.mp4.tiny.jpg, https://www.youtube.com/watch?v=VSsdDWYucbI
829EF9381613495D8B780CC0FB258D82, small, False, videos/video_58BB916BC9114547AA4FA1935921855D.mp4.small.jpg, https://www.youtube.com/watch?v=VSsdDWYucbI
829EF9381613495D8B780CC0FB258D82, medium, False, videos/video_58BB916BC9114547AA4FA1935921855D.mp4.medium.jpg, https://www.youtube.com/watch?v=VSsdDWYucbI
829EF9381613495D8B780CC0FB258D82, large, False, videos/video_58BB916BC9114547AA4FA1935921855D.mp4.large.jpg, https://www.youtube.com/watch?v=VSsdDWYucbI
829EF9381613495D8B780CC0FB258D82, extra, False, videos/video_58BB916BC9114547AA4FA1935921855D.mp4.extra.jpg, https://www.youtube.com/watch?v=VSsdDWYucbI
E6B26655EC934F2DA45D7DF6CC499E54, micro, False, videos/video_795C7AF2708C4B9EA3B463ED3A529F30.mp4.micro.jpg, https://www.youtube.com/watch?v=uLcuYzhnVNg
E6B26655EC934F2DA45D7DF6CC499E54, tiny, False, videos/video_795C7AF2708C4B9EA3B463ED3A529F30.mp4.tiny.jpg, https://www.youtube.com/watch?v=uLcuYzhnVNg
E6B26655EC934F2DA45D7DF6CC499E54, small, False, videos/video_795C7AF2708C4B9EA3B463ED3A529F30.mp4.small.jpg, https://www.youtube.com/watch?v=uLcuYzhnVNg
E6B26655EC934F2DA45D7DF6CC499E54, medium, False, videos/video_795C7AF2708C4B9EA3B463ED3A529F30.mp4.medium.jpg, https://www.youtube.com/watch?v=uLcuYzhnVNg
E6B26655EC934F2DA45D7DF6CC499E54, large, False, videos/video_795C7AF2708C4B9EA3B463ED3A529F30.mp4.large.jpg, https://www.youtube.com/watch?v=uLcuYzhnVNg
E6B26655EC934F2DA45D7DF6CC499E54, extra, False, videos/video_795C7AF2708C4B9EA3B463ED3A529F30.mp4.extra.jpg, https://www.youtube.com/watch?v=uLcuYzhnVNg
D66E77BEA5EB4A0E9F2060DAB70B3F31, micro, not have, not have, not have
D66E77BEA5EB4A0E9F2060DAB70B3F31, tiny, not have, not have, not have
D66E77BEA5EB4A0E9F2060DAB70B3F31, small, not have, not have, not have
D66E77BEA5EB4A0E9F2060DAB70B3F31, medium, not have, not have, not have
D66E77BEA5EB4A0E9F2060DAB70B3F31, large, not have, not have, not have
D66E77BEA5EB4A0E9F2060DAB70B3F31, extra, not have, not have, not have
FC869E639FDC459E992B3BD21C03A465, micro, not have, not have, not have
FC869E639FDC459E992B3BD21C03A465, tiny, not have, not have, not have
FC869E639FDC459E992B3BD21C03A465, small, not have, not have, not have
FC869E639FDC459E992B3BD21C03A465, medium, not have, not have, not have
FC869E639FDC459E992B3BD21C03A465, large, not have, not have, not have
FC869E639FDC459E992B3BD21C03A465, extra, not have, not have, not have
CD88D32BD4FF4141B3AE3FCA9FC6F6AA, micro, not have, not have, not have
CD88D32BD4FF4141B3AE3FCA9FC6F6AA, tiny, not have, not have, not have
CD88D32BD4FF4141B3AE3FCA9FC6F6AA, small, not have, not have, not have
CD88D32BD4FF4141B3AE3FCA9FC6F6AA, medium, not have, not have, not have
CD88D32BD4FF4141B3AE3FCA9FC6F6AA, large, not have, not have, not have
CD88D32BD4FF4141B3AE3FCA9FC6F6AA, extra, not have, not have, not have
A0083199D5AC40C7B215E8B68AAEC1BF, micro, not have, not have, not have
A0083199D5AC40C7B215E8B68AAEC1BF, tiny, not have, not have, not have
A0083199D5AC40C7B215E8B68AAEC1BF, small, not have, not have, not have
A0083199D5AC40C7B215E8B68AAEC1BF, medium, not have, not have, not have
A0083199D5AC40C7B215E8B68AAEC1BF, large, not have, not have, not have
A0083199D5AC40C7B215E8B68AAEC1BF, extra, not have, not have, not have
EA472109F3D843EBBC196EE2A6EF2A57, micro, not have, not have, not have
EA472109F3D843EBBC196EE2A6EF2A57, tiny, not have, not have, not have
EA472109F3D843EBBC196EE2A6EF2A57, small, not have, not have, not have
EA472109F3D843EBBC196EE2A6EF2A57, medium, not have, not have, not have
EA472109F3D843EBBC196EE2A6EF2A57, large, not have, not have, not have
EA472109F3D843EBBC196EE2A6EF2A57, extra, not have, not have, not have
92D28E19DCE54B089CF8EE8A9C24861C, micro, not have, not have, not have
92D28E19DCE54B089CF8EE8A9C24861C, tiny, not have, not have, not have
92D28E19DCE54B089CF8EE8A9C24861C, small, not have, not have, not have
92D28E19DCE54B089CF8EE8A9C24861C, medium, not have, not have, not have
92D28E19DCE54B089CF8EE8A9C24861C, large, not have, not have, not have
92D28E19DCE54B089CF8EE8A9C24861C, extra, not have, not have, not have
2E7B300D96CD4FADAC0EB8E4E1A3A3F7, micro, not have, not have, not have
2E7B300D96CD4FADAC0EB8E4E1A3A3F7, tiny, not have, not have, not have
2E7B300D96CD4FADAC0EB8E4E1A3A3F7, small, not have, not have, not have
2E7B300D96CD4FADAC0EB8E4E1A3A3F7, medium, not have, not have, not have
2E7B300D96CD4FADAC0EB8E4E1A3A3F7, large, not have, not have, not have
2E7B300D96CD4FADAC0EB8E4E1A3A3F7, extra, not have, not have, not have
190FFC7D30D642DABD84039DAFDF5AAF, micro, not have, not have, not have
190FFC7D30D642DABD84039DAFDF5AAF, tiny, not have, not have, not have
190FFC7D30D642DABD84039DAFDF5AAF, small, not have, not have, not have
190FFC7D30D642DABD84039DAFDF5AAF, medium, not have, not have, not have
190FFC7D30D642DABD84039DAFDF5AAF, large, not have, not have, not have
190FFC7D30D642DABD84039DAFDF5AAF, extra, not have, not have, not have
9AC2DEC4FB36499D8075737378A1DCD7, micro, not have, not have, not have
9AC2DEC4FB36499D8075737378A1DCD7, tiny, not have, not have, not have
9AC2DEC4FB36499D8075737378A1DCD7, small, not have, not have, not have
9AC2DEC4FB36499D8075737378A1DCD7, medium, not have, not have, not have
9AC2DEC4FB36499D8075737378A1DCD7, large, not have, not have, not have
9AC2DEC4FB36499D8075737378A1DCD7, extra, not have, not have, not have
6642E332051848FF9F29E6F2B1556C0D, micro, not have, not have, not have
DBCA30A636744E77A413E5AEDC136DF5, micro, not have, not have, not have
DBCA30A636744E77A413E5AEDC136DF5, tiny, not have, not have, not have
DBCA30A636744E77A413E5AEDC136DF5, small, not have, not have, not have
DBCA30A636744E77A413E5AEDC136DF5, medium, not have, not have, not have
DBCA30A636744E77A413E5AEDC136DF5, large, not have, not have, not have
DBCA30A636744E77A413E5AEDC136DF5, extra, not have, not have, not have
